country,year,fd_ln_gdp,temp_unweighted,temp_unweighted_2,temp_unweighted_3,fd_temp_unweighted,fd_temp_unweighted_2,fd_temp_unweighted_3,temp_pop_weighted,temp_pop_weighted_2,temp_pop_weighted_3,fd_temp_pop_weighted,fd_temp_pop_weighted_2,fd_temp_pop_weighted_3,temp_ag_weighted,temp_ag_weighted_2,temp_ag_weighted_3,fd_temp_ag_weighted,fd_temp_ag_weighted_2,fd_temp_ag_weighted_3,precip_unweighted,precip_unweighted_2,precip_unweighted_3,fd_precip_unweighted,fd_precip_unweighted_2,fd_precip_unweighted_3,precip_pop_weighted,precip_pop_weighted_2,precip_pop_weighted_3,fd_precip_pop_weighted,fd_precip_pop_weighted_2,fd_precip_pop_weighted_3,precip_ag_weighted,precip_ag_weighted_2,precip_ag_weighted_3,fd_precip_ag_weighted,fd_precip_ag_weighted_2,fd_precip_ag_weighted_3,humidity_unweighted,humidity_unweighted_2,humidity_unweighted_3,fd_humidity_unweighted,fd_humidity_unweighted_2,fd_humidity_unweighted_3,humidity_pop_weighted,humidity_pop_weighted_2,humidity_pop_weighted_3,fd_humidity_pop_weighted,fd_humidity_pop_weighted_2,fd_humidity_pop_weighted_3,humidity_ag_weighted,humidity_ag_weighted_2,humidity_ag_weighted_3,fd_humidity_ag_weighted,fd_humidity_ag_weighted_2,fd_humidity_ag_weighted_3,temp_daily_std_unweighted,temp_daily_std_unweighted_2,temp_daily_std_unweighted_3,fd_temp_daily_std_unweighted,fd_temp_daily_std_unweighted_2,fd_temp_daily_std_unweighted_3,temp_annual_std_unweighted,temp_annual_std_unweighted_2,temp_annual_std_unweighted_3,fd_temp_annual_std_unweighted,fd_temp_annual_std_unweighted_2,fd_temp_annual_std_unweighted_3,temp_daily_std_pop_weighted,temp_daily_std_pop_weighted_2,temp_daily_std_pop_weighted_3,fd_temp_daily_std_pop_weighted,fd_temp_daily_std_pop_weighted_2,fd_temp_daily_std_pop_weighted_3,temp_annual_std_pop_weighted,temp_annual_std_pop_weighted_2,temp_annual_std_pop_weighted_3,fd_temp_annual_std_pop_weighted,fd_temp_annual_std_pop_weighted_2,fd_temp_annual_std_pop_weighted_3,temp_daily_std_ag_weighted,temp_daily_std_ag_weighted_2,temp_daily_std_ag_weighted_3,fd_temp_daily_std_ag_weighted,fd_temp_daily_std_ag_weighted_2,fd_temp_daily_std_ag_weighted_3,temp_annual_std_ag_weighted,temp_annual_std_ag_weighted_2,temp_annual_std_ag_weighted_3,fd_temp_annual_std_ag_weighted,fd_temp_annual_std_ag_weighted_2,fd_temp_annual_std_ag_weighted_3,Wildfire,Drought,Extreme temperature
AFG,1961,0.0011910445224820876,11.332833862304767,128.4331233506016,1455.5112493492627,-0.2369079589844887,-5.425802460688033,-93.20196276247066,8.994159952799748,80.89491325654677,727.5817891972424,-0.3303197224931864,-6.051007958404256,-83.1436860211893,9.716683959960903,94.4139471777615,917.3904861387512,-0.2423095703125,-4.767604958266006,-70.35794990642103,35.26034328848485,1243.2918088217984,43838.895986817886,1.2882634740094758,89.18960190071334,4631.64369923262,54.66259070567504,2987.998822656152,163331.75667189213,-1.9361552874670167,-215.41922534006244,-17977.687736492575,41.91176528377125,1756.5960692019332,73622.04215078663,0.20949884617493097,17.51704316966061,1098.505251153285,4.609980781873067,21.251922809239012,97.97095572844174,0.02980951468149584,0.27395397243176944,1.8882656180570194,5.156787991523743,26.592462389523476,137.13169071534142,-0.008836507797241211,-0.0912140784616895,-0.7061621796375732,4.642846643924711,21.556024959002954,100.08131813726419,0.0038596391677847564,0.03582452869931174,0.24938800132117933,6.032670695402176,36.39311571916418,219.54768271338202,-0.08934313987029974,-1.0859376801034344,-9.89960072985022,11.62467900172587,135.13316189316637,1570.8796294963136,0.5720261361250856,12.972026525693153,220.67500661196527,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0
AFG,1962,-0.02420558115010607,10.351284281412916,107.1490862746261,1109.1306525222935,-0.9815495808918513,-21.28403707597549,-346.38059682696917,8.243020629882892,67.94738910467495,560.0917301365157,-0.7511393229168561,-12.947524151871818,-167.4900590607267,8.641979471842603,74.68380919174896,645.4159459141044,-1.0747044881183,-19.730137986012537,-271.9745402246467,32.543104739033886,1059.0536660557298,34464.89437870943,-2.717238549450961,-184.23814276606868,-9374.001608108454,56.04888473590107,3141.4774801383237,176076.30918470185,1.3862940302260256,153.4786574821719,12744.552512809722,41.161664330729735,1694.2826104756687,69739.492093792,-0.7501009530415175,-62.31345872626457,-3882.5500569946307,4.571204066276552,20.895906615543286,95.51945328950657,-0.038776715596514855,-0.35601619369572646,-2.451502438935165,5.215345203876497,27.19982559559758,141.85647996627702,0.05855721235275446,0.6073632060741048,4.724789250935601,4.679733296235402,21.899903723894262,102.48570864105766,0.03688665231069077,0.34387876489130775,2.404390503793465,5.923220719176375,35.084543688080295,207.8134960960859,-0.10944997622580122,-1.3085720310838838,-11.734186617296103,11.31415899863315,128.01019384635148,1448.3276866234717,-0.3105200030927193,-7.12296804681489,-122.55194287284189,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0
AFG,1963,0.2969244794688004,12.36338958740248,152.85340208989206,1889.7861597972162,2.0121053059895644,45.70431581526596,780.6555072749227,10.001690165201865,100.0338061606957,1000.5071352651399,1.7586695353189725,32.08641705602075,440.41540512862423,10.777996317545501,116.16520462102437,1252.0281476323203,2.1360168457028976,41.48139542927541,606.6122017182158,34.41165796107271,1184.162203629859,40748.984721740846,1.8685532220388268,125.10853757412929,6284.090343031414,56.29140256201025,3168.722002398294,178371.80584410156,0.2425178261091787,27.24452225997038,2295.4966593997087,41.073641801858685,1687.044050867393,69293.04304928397,-0.08802252887105055,-7.2385596082756365,-446.44904450803006,5.005427062511444,25.054300078121944,125.40747164331417,0.434222996234892,4.158393462578658,29.888018353807595,5.599765857060749,31.357377653903306,175.59397275328743,0.384420653184252,4.1575520583057255,33.73749278701041,5.061421851317086,25.617991156990083,129.6634602288375,0.3816885550816842,3.718087433095821,27.177751587779838,5.810713577329483,33.764392277761196,196.1952126386657,-0.11250714184689237,-1.3201514103190988,-11.618283457420205,10.502436207121024,110.30116628464664,1158.4309624755494,-0.8117227915121266,-17.709027561704843,-289.8967241479222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0
AFG,1964,0.04166157657655667,11.108361816406273,123.39570224419286,1370.72410711803,-1.2550277709962074,-29.457699845699196,-519.0620526791863,8.811563110351642,77.6436444477099,684.1618731686997,-1.1901270548502225,-22.3901617129858,-316.34526209644025,9.486947631836017,90.00217536919901,853.8459244789125,-1.2910486857094838,-26.163029251825364,-398.1822231534078,47.81721169115372,2286.4857339166083,109333.37236749344,13.40555373008101,1102.3235302867492,68584.3876457526,86.20653574052996,7431.566804383269,640649.6293302022,29.91513317851971,4262.844801984975,462277.82348610065,56.71329373262779,3216.3976860033185,182412.50672725053,15.639651930769105,1529.3536351359255,113119.46367796656,4.754289786020917,22.603271369462814,107.46250220249608,-0.2511372764905273,-2.4510287086591305,-17.944969440818085,5.456436415513355,29.772698356540232,162.45283550072077,-0.1433294415473938,-1.5846792973630741,-13.141137252566665,4.785405894120532,22.90010957148353,109.58631931938329,-0.27601595719655414,-2.7178815855065537,-20.0771409094542,5.74504885908161,33.00558639323491,189.61870645177373,-0.06566471824787268,-0.7588058845262893,-6.576506186891976,11.799495957111498,139.22810484189057,1642.8214601981838,1.2970597499904741,28.92693855724393,484.39049772263434,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0
AFG,1965,0.20762794057149758,12.73600921630856,162.20593075789657,2065.856229072479,1.627647399902287,38.810228513703706,695.1321219544491,10.0857762654623,101.72288287696266,1025.9542377748714,1.2742131551106581,24.079238429252754,341.79236460617176,11.165645853678257,124.67164732976244,1392.0394620788,1.6786982218422395,34.66947196056343,538.1935375998875,57.186062526852766,3270.2457473251143,187012.47778470832,9.368850835699043,983.760013408506,77679.10541721487,104.64616045101137,10950.818897138815,1145961.151379956,18.43962471048141,3519.252092755546,505311.5220497537,65.84164831292584,4335.12265256301,285431.6210834519,9.128354580298051,1118.7249665596914,103019.11435620137,5.230756461620332,27.360813160782854,143.11775023595152,0.4764666755994149,4.75754179132004,35.655248033455436,5.980128904183705,35.7619417106534,213.8610212936113,0.52369248867035,5.989243354113171,51.40818579289052,5.2456247210502625,27.516578714093644,144.34164554137507,0.46021882692973026,4.616469142610114,34.75532622199178,5.336400165869393,28.477166730290886,151.96555726301466,-0.40864869321221686,-4.528419662944021,-37.65314918875907,10.245303756994128,104.96624907307799,1075.4111059859872,-1.5541922001173702,-34.26185576881258,-567.4103542121966,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0
AFG,1966,0.307292458667793,13.261890665690146,175.87774402871943,2332.471411837115,0.5258814493815862,13.671813270822867,266.61518276463585,10.451600646972679,109.23595608379972,1141.6905892781203,0.36582438151037877,7.513073206837063,115.7363515032489,11.68609517415365,136.5648204193772,1595.9094888620439,0.520449320475393,11.893173089614777,203.87002678324393,70.29241443069624,4941.023526496753,347316.47343633,13.106351903843475,1670.777779171639,160303.99565162166,138.3867443269016,19150.891005399233,2650229.4571965435,33.74058387589024,8200.072108260418,1504268.3058165875,84.00580456077476,7056.975199903086,592826.879433293,18.164156247848922,2721.852547340076,307395.2583498411,5.784841914971668,33.46439598121308,193.58624053133087,0.5540854533513366,6.103582820430226,50.468490295379354,6.678965191046395,44.608576023209416,297.93912648116253,0.6988362868626901,8.846634312556013,84.07810518755124,5.869477073351543,34.4507611145994,202.20795252165203,0.6238523523012809,6.934182400505758,57.86630698027696,5.066628192542278,25.67072124146423,130.06399996489657,-0.26977197332711533,-2.8064454888266575,-21.901557298118092,9.951634401893937,99.0350272689589,985.5603843622755,-0.29366935510019054,-5.93122180411909,-89.8507216237117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0
AFG,1967,0.1554191037910364,11.548046366373626,133.3573748799151,1540.017148411129,-1.71384429931652,-42.52036914880432,-792.4542634259858,8.588993326822845,73.77080636820736,633.6169636108732,-1.8626073201498343,-35.46514971559236,-508.07362566724714,9.84857838948568,96.99449629384436,955.2579000986046,-1.8375167846679688,-39.57032412553285,-640.6515887634392,42.27545936350905,1787.214464395705,75555.31246343622,-28.01695506718719,-3153.8090621010483,-271761.16097289376,70.56701960027564,4979.704255265687,351402.88778490975,-67.81972472662596,-14171.186750133547,-2298826.5694116335,48.21671600029733,2324.851701853329,112096.71425106988,-35.78908856047743,-4732.1234980497575,-480730.16518222314,4.865367869536083,23.671804505914086,115.17203705701387,-0.9194740454355852,-9.792591475298995,-78.414203474317,5.328963100910187,28.397847730862313,151.33108270303134,-1.3500020901362086,-16.210728292347103,-146.6080437781312,4.83638439575831,23.390614023534475,113.12600067062765,-1.033092677593233,-11.060147091064927,-89.08195185102439,5.525762049207495,30.534046224461818,168.72387383587852,0.45913385666521744,4.8633249829975895,38.659873870981954,10.842454558179103,117.5588208461788,1274.626172937812,0.8908201562851659,18.523793577219905,289.06578857553654,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0
AFG,1968,-0.2210503029700961,11.845582580566543,140.3178266730215,1662.146403380899,0.29753621419291676,6.960451793106387,122.12925496977005,9.18293151855454,84.32623127446239,774.3620070111801,0.593938191731695,10.555424906255027,140.74504340030694,10.178244527180937,103.59666165508868,1054.4321545251216,0.32966613769525566,6.602165361244317,99.174254426517,46.8682418941171,2196.632098245473,102952.28453295083,4.592782530608048,409.4176338497682,27396.97206951461,73.09483686731258,5342.855176659038,390535.12754356896,2.527817267036937,363.1509213933514,39132.23975865921,54.6567429496463,2987.3595498637105,163279.3430150719,6.440026949348969,662.5078480103816,51182.62876400203,4.7228421568870536,22.305238038869557,105.34411852937384,-0.14252571264902958,-1.366566467044528,-9.827918527640023,5.1509819229443865,26.53261477049985,136.66901905129194,-0.17798117796580026,-1.8652329603624622,-14.662063651739402,4.75848827759425,22.64321068800189,107.74745262595381,-0.07789611816406072,-0.7474033355325851,-5.378548044673835,5.630302001351821,31.700300626426323,178.48226606042252,0.10453995214432599,1.1662544019645047,9.758392224543996,11.27173828168469,127.05208389079614,1432.0978377597016,0.42928372350558774,9.493263044617336,157.4716648218896,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0
AFG,1969,0.0017713308926641247,12.529629007975359,156.9916030774976,1967.0465439283673,0.6840464274088163,16.673776404476087,304.90014054746825,9.77668406168624,95.58355124202974,934.4901819873222,0.5937525431316999,11.257319967567355,160.12817497614208,10.768169657389421,115.95347777032221,1248.6067209951625,0.5899251302084849,12.356816115233528,194.17456647004087,45.675271679556325,2086.23044300128,95289.14227024461,-1.1929702145607735,-110.40165524419308,-7663.142262706213,76.23609861548172,5811.9427321094545,443079.8392726286,3.1412617481691427,469.0875554504164,52544.711729059636,55.25229505110476,3052.8161084143353,168675.0963588743,0.595552101458459,65.45655855062478,5395.753343802382,5.01173883676529,25.117526167941506,125.88248137934089,0.28889667987823664,2.8122881290719484,20.538362849967044,5.5555593371391305,30.864239548473776,171.4681142072223,0.404577414194744,4.331624777973925,34.79909515593036,5.078029414017995,25.786382729631942,130.94400998219663,0.31954113642374526,3.143172041630052,23.19655735624282,5.531319639462338,30.59549695390177,169.233473180227,-0.09898236188948317,-1.1048036725245538,-9.24879288019551,10.841232322195498,117.5323182638164,1274.1951676642548,-0.43050595948919224,-9.519765626979733,-157.90267009544687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,0
AFG,1970,0.19184613276317997,12.614340718587357,159.121591764611,2007.2139742027673,0.08471171061199811,2.1299886871134106,40.167430274399976,9.470447794596453,89.68938143017681,849.398604564138,-0.3062362670897869,-5.894169811852933,-85.09157742318416,10.892920430501249,118.65571550523151,1292.5072676226803,0.12475077311182758,2.7022377349093034,43.90054662751777,33.21378703844859,1103.1556494354154,36639.97681060933,-12.461484641107738,-983.0747935658646,-58649.16545963528,53.41882186701245,2853.570529659607,152434.37580884292,-22.817276748469276,-2958.3722024498475,-290645.4634637857,37.0188687602422,1370.3966442880358,50730.53352437511,-18.23342629086256,-1682.4194641262995,-117944.56283449917,4.790481209754943,22.948710221015183,109.93536510188443,-0.22125762701034724,-2.1688159469263226,-15.947116277456459,5.185390412807465,26.888273733235568,139.42619683326248,-0.3701689243316659,-3.975965815238208,-32.04191737395982,4.6985771258672075,22.07662700772255,103.72873467478739,-0.37945228815078735,-3.709755721909392,-27.215275307409243,5.952905680139114,35.43708603663253,210.9536307550483,0.4215860406767762,4.84158908273076,41.720157574821286,11.091316701618409,123.01730617559946,1364.4239025735317,0.2500843794229102,5.484987911783051,90.22873490927691,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0
